"month","year","Average_Temperature","state","Precipitation"
"08","1959","80.2","AL","3.70"
"09","1959","74.7","AL","5.14"
"10","1959","66.2","AL","6.86"
"11","1959","51.4","AL","2.64"
"12","1959","46.9","AL","3.37"
"01","1960","44.5","AL","5.88"
"02","1960","44.4","AL","4.38"
"03","1960","45.3","AL","6.91"
"04","1960","64.1","AL","3.86"
"05","1960","67.8","AL","3.49"
"06","1960","77.3","AL","2.99"
"07","1960","81.1","AL","4.33"
"08","1960","79.1","AL","5.70"
"09","1960","74.6","AL","5.34"
"10","1960","65.1","AL","3.38"
"11","1960","53.4","AL","2.17"
"12","1960","41.8","AL","2.60"
"01","1961","39.2","AL","3.31"
"02","1961","52.0","AL","12.03"
"03","1961","57.4","AL","9.17"
"04","1961","58.9","AL","4.95"
"05","1961","67.7","AL","3.20"
"06","1961","73.9","AL","6.72"
"07","1961","77.9","AL","4.99"
"08","1961","77.4","AL","5.03"
"09","1961","74.4","AL","2.76"
"10","1961","62.0","AL","0.96"
"11","1961","55.4","AL","4.50"
"12","1961","47.0","AL","12.21"
"01","1962","42.6","AL","7.03"
"02","1962","55.4","AL","4.86"
"03","1962","50.9","AL","5.47"
"04","1962","60.0","AL","6.11"
"05","1962","75.3","AL","1.06"
"06","1962","77.0","AL","4.88"
"07","1962","80.8","AL","4.25"
"08","1962","80.3","AL","2.74"
"09","1962","74.6","AL","3.37"
"10","1962","65.6","AL","2.60"
"11","1962","51.2","AL","4.76"
"12","1962","42.9","AL","2.97"
"01","1963","39.1","AL","6.25"
"02","1963","41.8","AL","3.29"
"03","1963","58.3","AL","5.13"
"04","1963","65.8","AL","4.10"
"05","1963","71.7","AL","3.25"
"06","1963","77.1","AL","5.92"
"07","1963","78.1","AL","5.93"
"08","1963","79.3","AL","2.72"
"09","1963","73.1","AL","3.04"
"10","1963","65.7","AL","0.03"
"11","1963","53.1","AL","4.31"
"12","1963","37.6","AL","4.84"
"01","1964","42.4","AL","6.80"
"02","1964","42.5","AL","4.54"
"03","1964","54.1","AL","8.17"
"04","1964","65.0","AL","11.50"
"05","1964","71.1","AL","2.67"
"06","1964","78.4","AL","3.42"
"07","1964","78.1","AL","7.29"
"08","1964","78.1","AL","4.70"
"09","1964","74.6","AL","3.53"
"10","1964","59.8","AL","4.85"
"11","1964","56.3","AL","3.79"
"12","1964","48.3","AL","5.24"
"01","1965","46.5","AL","4.21"
"02","1965","46.4","AL","6.28"
"03","1965","51.3","AL","6.81"
"04","1965","66.1","AL","2.54"
"05","1965","72.6","AL","1.18"
"06","1965","75.7","AL","5.60"
"07","1965","78.8","AL","5.94"
"08","1965","78.4","AL","4.38"
"09","1965","74.8","AL","3.98"
"10","1965","62.1","AL","2.86"
"11","1965","56.9","AL","1.83"
"12","1965","46.6","AL","3.17"
"01","1966","40.0","AL","5.96"
"02","1966","46.6","AL","8.59"
"03","1966","53.2","AL","4.01"
"04","1966","63.4","AL","4.46"
"05","1966","69.4","AL","4.90"
"06","1966","74.3","AL","2.41"
"07","1966","80.9","AL","4.04"
"08","1966","77.5","AL","4.97"
"09","1966","72.9","AL","4.30"
"10","1966","61.5","AL","4.08"
"11","1966","54.4","AL","3.35"
"12","1966","45.8","AL","4.75"
"01","1967","45.4","AL","3.73"
"02","1967","44.3","AL","4.75"
"03","1967","58.7","AL","1.92"
"04","1967","67.9","AL","2.31"
"05","1967","68.8","AL","5.59"
"06","1967","76.3","AL","4.40"
"07","1967","76.1","AL","6.90"
"08","1967","75.2","AL","6.76"
"09","1967","68.8","AL","3.36"
"10","1967","60.7","AL","4.01"
"11","1967","50.4","AL","3.76"
"12","1967","50.4","AL","8.31"
"01","1968","42.3","AL","4.62"
"02","1968","40.0","AL","1.88"
"03","1968","52.0","AL","3.65"
"04","1968","63.8","AL","5.05"
"05","1968","69.0","AL","4.01"
"06","1968","77.6","AL","1.85"
"07","1968","78.7","AL","5.26"
"08","1968","79.4","AL","3.69"
"09","1968","72.3","AL","2.73"
"10","1968","63.6","AL","1.37"
"11","1968","50.8","AL","4.31"
"12","1968","42.5","AL","6.80"
"01","1969","43.3","AL","3.59"
"02","1969","45.8","AL","4.25"
"03","1969","47.6","AL","5.12"
"04","1969","64.0","AL","5.43"
"05","1969","69.9","AL","5.99"
"06","1969","77.8","AL","2.43"
"07","1969","81.1","AL","5.46"
"08","1969","77.1","AL","4.96"
"09","1969","72.0","AL","4.42"
"10","1969","64.1","AL","2.58"
"11","1969","50.2","AL","1.90"
"12","1969","43.5","AL","6.44"
"01","1970","38.0","AL","3.19"
"02","1970","44.3","AL","3.75"
"03","1970","52.7","AL","7.73"
"04","1970","65.8","AL","4.74"
"05","1970","70.8","AL","3.17"
"06","1970","75.3","AL","5.91"
"07","1970","79.0","AL","4.05"
"08","1970","79.1","AL","6.24"
"09","1970","77.4","AL","1.86"
"10","1970","64.2","AL","6.33"
"11","1970","49.3","AL","2.20"
"12","1970","49.5","AL","4.72"
"01","1971","45.0","AL","4.08"
"02","1971","45.8","AL","7.78"
"03","1971","50.0","AL","8.79"
"04","1971","61.2","AL","4.04"
"05","1971","66.6","AL","4.07"
"06","1971","78.0","AL","3.74"
"07","1971","78.0","AL","7.41"
"08","1971","77.7","AL","4.05"
"09","1971","75.2","AL","4.81"
"10","1971","67.7","AL","1.09"
"11","1971","52.2","AL","2.49"
"12","1971","54.9","AL","7.72"
"01","1972","49.1","AL","8.52"
"02","1972","47.0","AL","3.56"
"03","1972","55.1","AL","5.93"
"04","1972","63.5","AL","2.39"
"05","1972","68.7","AL","4.44"
"06","1972","75.0","AL","4.57"
"07","1972","77.6","AL","4.51"
"08","1972","79.1","AL","2.42"
"09","1972","77.2","AL","3.78"
"10","1972","63.4","AL","2.95"
"11","1972","50.7","AL","4.66"
"12","1972","49.1","AL","8.23"
"01","1973","43.2","AL","5.90"
"02","1973","44.6","AL","3.99"
"03","1973","59.9","AL","11.78"
"04","1973","60.1","AL","6.87"
"05","1973","67.7","AL","6.69"
"06","1973","76.9","AL","5.56"
"07","1973","79.9","AL","5.45"
"08","1973","77.6","AL","3.62"
"09","1973","76.5","AL","3.77"
"10","1973","66.7","AL","1.89"
"11","1973","57.6","AL","4.95"
"12","1973","46.0","AL","6.70"
"01","1974","55.0","AL","8.20"
"02","1974","47.7","AL","5.21"
"03","1974","60.1","AL","3.92"
"04","1974","62.0","AL","5.90"
"05","1974","71.8","AL","5.08"
"06","1974","73.4","AL","4.07"
"07","1974","78.9","AL","4.39"
"08","1974","77.8","AL","6.00"
"09","1974","70.9","AL","6.52"
"10","1974","60.3","AL","1.27"
"11","1974","52.6","AL","3.94"
"12","1974","46.7","AL","5.90"
"01","1975","49.0","AL","6.65"
"02","1975","51.1","AL","7.17"
"03","1975","53.7","AL","8.63"
"04","1975","60.9","AL","6.77"
"05","1975","72.3","AL","5.24"
"06","1975","76.1","AL","5.25"
"07","1975","78.0","AL","8.22"
"08","1975","78.5","AL","5.56"
"09","1975","70.4","AL","6.72"
"10","1975","64.3","AL","6.55"
"11","1975","54.4","AL","3.28"
"12","1975","45.2","AL","4.73"
"01","1976","40.6","AL","4.46"
"02","1976","53.0","AL","2.63"
"03","1976","58.2","AL","10.45"
"04","1976","62.7","AL","1.68"
"05","1976","65.4","AL","8.08"
"06","1976","74.6","AL","4.36"
"07","1976","78.6","AL","4.52"
"08","1976","77.1","AL","3.33"
"09","1976","72.0","AL","3.74"
"10","1976","57.9","AL","3.66"
"11","1976","45.9","AL","4.41"
"12","1976","42.1","AL","4.66"
"01","1977","33.3","AL","4.95"
"02","1977","45.2","AL","3.56"
"03","1977","57.5","AL","9.86"
"04","1977","64.9","AL","4.32"
"05","1977","71.9","AL","2.13"
"06","1977","79.1","AL","2.63"
"07","1977","81.3","AL","5.09"
"08","1977","79.6","AL","4.27"
"09","1977","75.7","AL","7.02"
"10","1977","60.3","AL","4.51"
"11","1977","55.9","AL","6.31"
"12","1977","44.8","AL","3.22"
"01","1978","35.6","AL","7.09"
"02","1978","38.8","AL","1.90"
"03","1978","51.2","AL","3.99"
"04","1978","63.9","AL","3.83"
"05","1978","70.0","AL","8.20"
"06","1978","78.0","AL","5.06"
"07","1978","80.7","AL","4.30"
"08","1978","79.3","AL","4.07"
"09","1978","76.9","AL","2.00"
"10","1978","62.2","AL","0.46"
"11","1978","59.2","AL","3.30"
"12","1978","46.6","AL","5.30"
"01","1979","37.8","AL","7.68"
"02","1979","43.6","AL","6.61"
"03","1979","55.8","AL","6.64"
"04","1979","63.6","AL","10.89"
"05","1979","69.5","AL","4.37"
"06","1979","75.2","AL","2.63"
"07","1979","79.0","AL","7.56"
"08","1979","78.4","AL","4.19"
"09","1979","72.6","AL","7.43"
"10","1979","62.4","AL","1.56"
"11","1979","52.8","AL","5.80"
"12","1979","45.6","AL","2.56"
"01","1980","46.7","AL","5.50"
"02","1980","42.7","AL","2.45"
"03","1980","52.6","AL","13.81"
"04","1980","60.6","AL","7.65"
"05","1980","70.2","AL","7.07"
"06","1980","77.4","AL","3.26"
"07","1980","82.6","AL","2.96"
"08","1980","81.5","AL","2.51"
"09","1980","78.1","AL","5.18"
"10","1980","60.2","AL","3.77"
"11","1980","52.0","AL","3.17"
"12","1980","45.0","AL","1.15"
"01","1981","39.5","AL","1.33"
"02","1981","47.2","AL","6.64"
"03","1981","52.2","AL","5.71"
"04","1981","66.8","AL","2.95"
"05","1981","67.3","AL","3.87"
"06","1981","79.9","AL","3.46"
"07","1981","81.4","AL","3.85"
"08","1981","78.3","AL","4.78"
"09","1981","71.5","AL","2.07"
"10","1981","61.8","AL","3.11"
"11","1981","54.8","AL","1.75"
"12","1981","43.1","AL","6.28"
"01","1982","42.9","AL","6.50"
"02","1982","48.4","AL","7.67"
"03","1982","58.5","AL","2.95"
"04","1982","60.4","AL","7.57"
"05","1982","71.7","AL","2.96"
"06","1982","76.3","AL","5.01"
"07","1982","79.5","AL","6.08"
"08","1982","78.6","AL","3.77"
"09","1982","72.2","AL","2.03"
"10","1982","64.1","AL","2.68"
"11","1982","55.1","AL","5.62"
"12","1982","52.4","AL","8.29"
"01","1983","42.1","AL","4.34"
"02","1983","46.6","AL","7.76"
"03","1983","52.0","AL","7.73"
"04","1983","57.8","AL","9.44"
"05","1983","68.6","AL","6.36"
"06","1983","74.5","AL","5.94"
"07","1983","80.6","AL","1.98"
"08","1983","81.1","AL","3.07"
"09","1983","72.0","AL","4.61"
"10","1983","64.0","AL","2.44"
"11","1983","53.2","AL","7.47"
"12","1983","41.8","AL","9.22"
"01","1984","40.3","AL","4.05"
"02","1984","48.6","AL","4.03"
"03","1984","53.7","AL","4.96"
"04","1984","61.0","AL","5.42"
"05","1984","68.8","AL","5.88"
"06","1984","77.0","AL","2.31"
"07","1984","78.2","AL","5.76"
"08","1984","77.3","AL","5.61"
"09","1984","72.5","AL","0.62"
"10","1984","69.5","AL","5.22"
"11","1984","51.8","AL","3.89"
"12","1984","55.1","AL","2.77"
"01","1985","37.2","AL","3.90"
"02","1985","45.5","AL","6.43"
"03","1985","58.7","AL","2.49"
"04","1985","64.0","AL","2.93"
"05","1985","70.6","AL","4.11"
"06","1985","77.5","AL","3.87"
"07","1985","78.5","AL","7.17"
"08","1985","78.4","AL","4.79"
"09","1985","72.7","AL","3.15"
"10","1985","67.6","AL","6.00"
"11","1985","61.2","AL","2.91"
"12","1985","41.6","AL","3.56"
"01","1986","43.1","AL","2.13"
"02","1986","51.5","AL","3.76"
"03","1986","55.4","AL","4.48"
"04","1986","62.5","AL","0.72"
"05","1986","71.4","AL","4.97"
"06","1986","79.0","AL","2.68"
"07","1986","82.3","AL","3.89"
"08","1986","78.4","AL","4.42"
"09","1986","76.4","AL","3.83"
"10","1986","64.4","AL","4.30"
"11","1986","58.8","AL","8.86"
"12","1986","45.9","AL","3.73"
"01","1987","43.0","AL","6.09"
"02","1987","48.2","AL","7.27"
"03","1987","55.7","AL","4.97"
"04","1987","60.2","AL","0.92"
"05","1987","73.4","AL","4.44"
"06","1987","77.0","AL","5.89"
"07","1987","80.2","AL","3.29"
"08","1987","81.3","AL","3.71"
"09","1987","73.6","AL","2.94"
"10","1987","57.8","AL","0.59"
"11","1987","55.7","AL","4.04"
"12","1987","50.4","AL","3.98"
"01","1988","40.7","AL","5.38"
"02","1988","45.4","AL","3.91"
"03","1988","54.3","AL","4.06"
"04","1988","62.8","AL","3.99"
"05","1988","68.3","AL","1.73"
"06","1988","77.1","AL","1.23"
"07","1988","78.9","AL","6.66"
"08","1988","80.4","AL","3.42"
"09","1988","74.5","AL","9.16"
"10","1988","59.2","AL","3.20"
"11","1988","56.5","AL","5.41"
"12","1988","46.8","AL","2.97"
"01","1989","50.6","AL","4.49"
"02","1989","48.1","AL","4.30"
"03","1989","57.3","AL","6.51"
"04","1989","61.1","AL","4.43"
"05","1989","68.6","AL","4.54"
"06","1989","76.0","AL","10.94"
"07","1989","78.6","AL","7.76"
"08","1989","78.6","AL","2.44"
"09","1989","72.9","AL","4.80"
"10","1989","62.3","AL","3.03"
"11","1989","54.0","AL","6.06"
"12","1989","38.3","AL","5.89"
"01","1990","49.8","AL","8.44"
"02","1990","54.7","AL","8.57"
"03","1990","58.1","AL","8.96"
"04","1990","61.4","AL","3.39"
"05","1990","69.4","AL","4.95"
"06","1990","77.6","AL","2.93"
"07","1990","79.5","AL","3.75"
"08","1990","80.9","AL","1.92"
"09","1990","76.3","AL","1.90"
"10","1990","64.0","AL","2.66"
"11","1990","56.4","AL","2.94"
"12","1990","50.9","AL","6.46"
"01","1991","45.8","AL","7.33"
"02","1991","50.4","AL","5.22"
"03","1991","56.9","AL","7.05"
"04","1991","65.9","AL","6.85"
"05","1991","73.2","AL","9.57"
"06","1991","76.8","AL","4.95"
"07","1991","80.5","AL","4.46"
"08","1991","78.8","AL","3.93"
"09","1991","74.4","AL","3.27"
"10","1991","64.6","AL","0.91"
"11","1991","50.4","AL","4.37"
"12","1991","49.8","AL","5.34"
"01","1992","44.1","AL","6.12"
"02","1992","51.4","AL","5.99"
"03","1992","54.9","AL","4.03"
"04","1992","61.5","AL","2.91"
"05","1992","68.0","AL","1.95"
"06","1992","74.9","AL","5.44"
"07","1992","79.9","AL","6.07"
"08","1992","75.8","AL","5.87"
"09","1992","73.4","AL","3.61"
"10","1992","61.9","AL","2.59"
"11","1992","52.4","AL","9.48"
"12","1992","47.1","AL","5.73"
"01","1993","48.8","AL","6.21"
"02","1993","46.2","AL","3.72"
"03","1993","51.7","AL","6.59"
"04","1993","58.7","AL","3.26"
"05","1993","68.8","AL","3.80"
"06","1993","77.6","AL","3.39"
"07","1993","82.2","AL","2.89"
"08","1993","80.1","AL","4.72"
"09","1993","74.0","AL","3.83"
"10","1993","62.8","AL","3.71"
"11","1993","51.7","AL","3.88"
"12","1993","45.3","AL","4.29"
"01","1994","40.8","AL","5.31"
"02","1994","50.3","AL","5.08"
"03","1994","55.8","AL","7.25"
"04","1994","64.7","AL","4.40"
"05","1994","68.4","AL","3.20"
"06","1994","77.8","AL","7.00"
"07","1994","77.6","AL","9.43"
"08","1994","77.2","AL","2.91"
"09","1994","72.2","AL","3.61"
"10","1994","64.0","AL","4.97"
"11","1994","58.0","AL","3.50"
"12","1994","49.9","AL","3.67"
"01","1995","45.4","AL","4.83"
"02","1995","47.6","AL","5.65"
"03","1995","58.2","AL","5.42"
"04","1995","63.2","AL","5.07"
"05","1995","72.1","AL","3.32"
"06","1995","75.2","AL","3.36"
"07","1995","81.1","AL","3.87"
"08","1995","81.9","AL","4.79"
"09","1995","73.7","AL","3.09"
"10","1995","63.6","AL","9.30"
"11","1995","49.7","AL","5.80"
"12","1995","44.7","AL","5.07"
"01","1996","43.5","AL","7.40"
"02","1996","47.3","AL","4.07"
"03","1996","50.9","AL","8.45"
"04","1996","60.0","AL","4.65"
"05","1996","73.0","AL","2.56"
"06","1996","76.7","AL","3.38"
"07","1996","79.6","AL","6.63"
"08","1996","77.9","AL","4.70"
"09","1996","72.1","AL","5.71"
"10","1996","62.7","AL","2.38"
"11","1996","52.7","AL","3.46"
"12","1996","49.1","AL","4.94"
"01","1997","45.9","AL","6.47"
"02","1997","50.8","AL","6.16"
"03","1997","61.2","AL","3.87"
"04","1997","58.8","AL","6.03"
"05","1997","67.2","AL","5.39"
"06","1997","74.0","AL","7.91"
"07","1997","80.1","AL","5.33"
"08","1997","77.7","AL","2.88"
"09","1997","74.8","AL","3.30"
"10","1997","63.1","AL","5.10"
"11","1997","50.0","AL","5.70"
"12","1997","44.8","AL","4.82"
"01","1998","47.8","AL","8.14"
"02","1998","49.2","AL","7.29"
"03","1998","53.4","AL","6.20"
"04","1998","61.6","AL","5.39"
"05","1998","73.6","AL","2.28"
"06","1998","80.7","AL","3.22"
"07","1998","81.8","AL","6.07"
"08","1998","79.9","AL","3.44"
"09","1998","77.4","AL","8.29"
"10","1998","66.8","AL","1.37"
"11","1998","57.9","AL","3.30"
"12","1998","51.4","AL","4.27"
"01","1999","49.4","AL","7.94"
"02","1999","51.8","AL","2.55"
"03","1999","52.8","AL","5.65"
"04","1999","67.1","AL","2.57"
"05","1999","69.5","AL","4.11"
"06","1999","76.7","AL","8.31"
"07","1999","80.5","AL","4.63"
"08","1999","81.8","AL","2.02"
"09","1999","73.3","AL","1.91"
"10","1999","63.6","AL","3.39"
"11","1999","56.2","AL","2.61"
"12","1999","47.0","AL","3.32"
"01","2000","46.5","AL","4.69"
"02","2000","52.3","AL","1.99"
"03","2000","58.9","AL","5.05"
"04","2000","60.1","AL","4.83"
"05","2000","74.0","AL","1.32"
"06","2000","77.6","AL","3.71"
"07","2000","81.9","AL","2.26"
"08","2000","81.0","AL","2.36"
"09","2000","73.9","AL","3.50"
"10","2000","64.6","AL","0.80"
"11","2000","52.8","AL","7.70"
"12","2000","39.2","AL","4.29"
"01","2001","41.2","AL","4.69"
"02","2001","52.6","AL","4.10"
"03","2001","51.4","AL","10.11"
"04","2001","64.7","AL","3.88"
"05","2001","70.6","AL","4.03"
"06","2001","75.8","AL","7.15"
"07","2001","79.7","AL","3.95"
"08","2001","78.5","AL","5.48"
"09","2001","71.9","AL","4.80"
"10","2001","60.6","AL","3.27"
"11","2001","58.8","AL","3.43"
"12","2001","50.6","AL","4.14"
"01","2002","46.8","AL","5.11"
"02","2002","46.0","AL","2.99"
"03","2002","55.0","AL","5.79"
"04","2002","66.4","AL","2.19"
"05","2002","70.2","AL","4.09"
"06","2002","77.2","AL","3.77"
"07","2002","80.3","AL","5.38"
"08","2002","79.7","AL","3.24"
"09","2002","77.3","AL","7.58"
"10","2002","67.8","AL","5.58"
"11","2002","51.0","AL","4.88"
"12","2002","45.2","AL","6.54"
"01","2003","40.0","AL","2.33"
"02","2003","48.0","AL","6.76"
"03","2003","57.6","AL","4.67"
"04","2003","63.3","AL","6.41"
"05","2003","71.6","AL","8.49"
"06","2003","75.6","AL","8.17"
"07","2003","78.5","AL","7.74"
"08","2003","79.4","AL","5.70"
"09","2003","73.1","AL","3.70"
"10","2003","63.5","AL","1.61"
"11","2003","58.2","AL","4.67"
"12","2003","44.0","AL","3.47"
"01","2004","44.2","AL","3.27"
"02","2004","45.4","AL","7.06"
"03","2004","59.0","AL","2.28"
"04","2004","61.2","AL","3.37"
"05","2004","72.7","AL","4.00"
"06","2004","76.8","AL","7.53"
"07","2004","79.2","AL","4.43"
"08","2004","76.3","AL","4.48"
"09","2004","73.8","AL","6.63"
"10","2004","68.5","AL","3.87"
"11","2004","57.8","AL","8.12"
"12","2004","45.1","AL","4.84"
"01","2005","49.2","AL","2.86"
"02","2005","51.2","AL","4.96"
"03","2005","53.5","AL","5.85"
"04","2005","61.0","AL","7.60"
"05","2005","68.3","AL","2.80"
"06","2005","76.7","AL","6.37"
"07","2005","80.4","AL","9.19"
"08","2005","80.5","AL","6.01"
"09","2005","76.9","AL","3.29"
"10","2005","63.8","AL","0.61"
"11","2005","55.8","AL","3.59"
"12","2005","43.4","AL","3.95"
"01","2006","51.1","AL","5.23"
"02","2006","46.1","AL","5.05"
"03","2006","56.1","AL","2.97"
"04","2006","67.5","AL","3.07"
"05","2006","70.4","AL","4.41"
"06","2006","78.1","AL","2.01"
"07","2006","81.9","AL","3.33"
"08","2006","82.3","AL","3.91"
"09","2006","72.8","AL","3.53"
"10","2006","61.9","AL","5.13"
"11","2006","52.8","AL","4.84"
"12","2006","49.4","AL","4.06"
"01","2007","46.7","AL","4.34"
"02","2007","44.8","AL","2.64"
"03","2007","60.0","AL","1.56"
"04","2007","60.0","AL","3.91"
"05","2007","71.2","AL","0.73"
"06","2007","78.8","AL","2.78"
"07","2007","79.2","AL","5.20"
"08","2007","84.4","AL","2.67"
"09","2007","76.0","AL","3.11"
"10","2007","66.5","AL","3.93"
"11","2007","53.6","AL","2.75"
"12","2007","51.6","AL","4.25"
"01","2008","43.0","AL","4.09"
"02","2008","49.2","AL","5.79"
"03","2008","55.2","AL","4.01"
"04","2008","62.8","AL","4.53"
"05","2008","70.3","AL","4.43"
"06","2008","78.7","AL","2.69"
"07","2008","80.0","AL","4.04"
"08","2008","78.4","AL","8.89"
"09","2008","74.5","AL","1.65"
"10","2008","62.2","AL","3.02"
"11","2008","51.0","AL","3.15"
"12","2008","49.7","AL","6.78"
"01","2009","45.3","AL","4.42"
"02","2009","48.2","AL","3.85"
"03","2009","57.3","AL","8.98"
"04","2009","61.4","AL","4.45"
"05","2009","71.2","AL","8.51"
"06","2009","79.4","AL","2.71"
"07","2009","78.1","AL","5.59"
"08","2009","78.0","AL","5.49"
"09","2009","75.0","AL","7.57"
"10","2009","62.8","AL","7.18"
"11","2009","53.4","AL","4.39"
"12","2009","44.8","AL","10.64"
"01","2010","40.0","AL","6.21"
"02","2010","40.6","AL","4.22"
"03","2010","51.2","AL","5.07"
"04","2010","64.2","AL","2.82"
"05","2010","73.3","AL","6.15"
"06","2010","80.9","AL","3.26"
"07","2010","82.6","AL","3.50"
"08","2010","83.0","AL","4.84"
"09","2010","76.9","AL","1.61"
"10","2010","64.3","AL","2.59"
"11","2010","55.2","AL","4.73"
"12","2010","40.3","AL","2.20"
"01","2011","41.1","AL","4.03"
"02","2011","49.5","AL","3.49"
"03","2011","57.8","AL","8.17"
"04","2011","65.7","AL","5.08"
"05","2011","69.9","AL","1.64"
"06","2011","81.3","AL","3.55"
"07","2011","81.7","AL","5.52"
"08","2011","81.8","AL","2.05"
"09","2011","72.1","AL","7.21"
"10","2011","60.6","AL","0.79"
"11","2011","55.3","AL","4.13"
"12","2011","49.3","AL","5.04"
"01","2012","50.1","AL","5.44"
"02","2012","52.1","AL","4.49"
"03","2012","64.6","AL","5.35"
"04","2012","65.0","AL","1.89"
"05","2012","73.4","AL","4.16"
"06","2012","76.8","AL","4.00"
"07","2012","81.6","AL","5.75"
"08","2012","78.1","AL","6.07"
"09","2012","73.0","AL","5.35"
"10","2012","62.2","AL","2.91"
"11","2012","51.2","AL","1.36"
"12","2012","50.9","AL","6.61"
"01","2013","50.0","AL","6.27"
"02","2013","48.0","AL","8.86"
"03","2013","49.8","AL","3.83"
"04","2013","62.2","AL","5.71"
"05","2013","68.2","AL","4.00"
"06","2013","78.0","AL","5.81"
"07","2013","77.7","AL","8.70"
"08","2013","77.9","AL","5.50"
"09","2013","75.0","AL","3.20"
"10","2013","64.9","AL","1.47"
"11","2013","51.6","AL","3.42"
"12","2013","47.9","AL","7.93"
"01","2014","37.3","AL","2.70"
"02","2014","47.3","AL","5.75"
"03","2014","52.3","AL","5.57"
"04","2014","62.4","AL","9.67"
"05","2014","70.2","AL","4.27"
"06","2014","77.9","AL","5.23"
"07","2014","77.8","AL","3.36"
"08","2014","79.5","AL","3.25"
"09","2014","76.3","AL","2.51"
"10","2014","65.2","AL","4.38"
"11","2014","48.2","AL","2.98"
"12","2014","50.0","AL","6.36"
"01","2015","43.6","AL","4.34"
"02","2015","41.3","AL","4.05"
"03","2015","57.8","AL","4.28"
"04","2015","66.0","AL","7.14"
"05","2015","71.8","AL","4.32"
"06","2015","78.8","AL","3.27"
"07","2015","81.6","AL","4.71"
"08","2015","79.0","AL","4.94"
"09","2015","74.4","AL","2.71"
